   6.8906000e+02   1.3687000e+04
   9.9290000e+02   1.4814000e+04
   1.0635000e+03   8.4248000e+03
   1.1520000e+03   1.1874000e+04
   1.2030000e+03   7.2410000e+03
   1.2641000e+03   5.0258000e+03
   1.2538000e+03   1.7215000e+04
   1.3826000e+03   1.2589000e+04
   1.4238000e+03   1.3130000e+03
   1.7733000e+03   1.5848000e+04
   1.8058000e+03   3.6964000e+03
   1.8841000e+03   1.6485000e+04
   1.9520000e+03   1.1283000e+04
   1.9590000e+03   1.3782000e+04
   2.0369000e+03   7.6948000e+03
   2.2854000e+03   9.1917000e+03
   2.3520000e+03   1.1875000e+04
   2.3518000e+03   1.7372000e+04
   2.3652000e+03   1.0303000e+04
   2.6967000e+03   1.6179000e+04
   2.7073000e+03   9.9951000e+03
   2.7489000e+03   4.6518000e+03
   2.7927000e+03   1.5229000e+04
   3.0484000e+03   7.9519000e+03
   3.0608000e+03   5.5522000e+03
   3.1250000e+03   1.1524000e+04
   3.5511000e+03   9.0737000e+03
   3.5812000e+03   1.4016000e+04
   3.6160000e+03   8.4638000e+03
   3.7846000e+03   7.6406000e+03
   3.8905000e+03   1.4395000e+04
   4.0218000e+03   9.1971000e+03
   4.0630000e+03   7.1096000e+03
   4.1116000e+03   4.8825000e+03
   4.1759000e+03   4.2585000e+03
   4.2975000e+03   1.0304000e+04
   4.2995000e+03   2.4274000e+03
   4.3002000e+03   1.1840000e+04
   4.5687000e+03   3.2045000e+03
   4.6374000e+03   7.2587000e+03
   4.7775000e+03   5.4706000e+03
   4.9869000e+03   1.5930000e+04
   4.9891000e+03   8.3197000e+03
   5.1324000e+03   1.0476000e+03
   5.1671000e+03   1.0876000e+04
   5.1783000e+03   1.4255000e+04
   5.2971000e+03   9.9629000e+03
   5.3797000e+03   7.7107000e+03
   5.4798000e+03   1.6523000e+04
   5.5624000e+03   9.1212000e+03
   5.5959000e+03   2.7831000e+03
   5.5836000e+03   1.7315000e+04
   5.7231000e+03   1.3800000e+04
   5.8183000e+03   6.6817000e+03
   5.9846000e+03   8.6735000e+03
   6.3315000e+03   1.6945000e+04
   6.3340000e+03   1.6129000e+04
   6.4021000e+03   6.7958000e+03
   6.5898000e+03   4.6867000e+03
   6.6509000e+03   1.2473000e+04
   6.6479000e+03   9.7167000e+03
   6.6607000e+03   2.8078000e+03
   6.9723000e+03   1.1753000e+04
   6.9781000e+03   1.5189000e+04
   7.2799000e+03   1.2332000e+04
   7.4108000e+03   1.3899000e+04
   7.5434000e+03   4.3102000e+03
   7.5901000e+03   1.0906000e+04
   7.9385000e+03   1.6315000e+04
   8.0707000e+03   2.1525000e+03
