   6.9226000e+02   1.3721000e+04
   1.0052000e+03   1.4793000e+04
   1.0497000e+03   8.4484000e+03
   1.1240000e+03   1.1883000e+04
   1.1877000e+03   7.2645000e+03
   1.2429000e+03   5.0571000e+03
   1.2443000e+03   1.7260000e+04
   1.3842000e+03   1.2623000e+04
   1.4417000e+03   1.3171000e+03
   1.7666000e+03   1.5884000e+04
   1.7963000e+03   3.7121000e+03
   1.8924000e+03   1.6535000e+04
   1.9484000e+03   1.1308000e+04
   1.9534000e+03   1.3812000e+04
   2.0238000e+03   7.7294000e+03
   2.2774000e+03   9.2100000e+03
   2.3162000e+03   1.1894000e+04
   2.3565000e+03   1.7410000e+04
   2.3593000e+03   1.0335000e+04
   2.7002000e+03   1.6214000e+04
   2.7077000e+03   1.0011000e+04
   2.7493000e+03   4.6723000e+03
   2.7851000e+03   1.5259000e+04
   3.0359000e+03   7.9725000e+03
   3.0879000e+03   5.5653000e+03
   3.1298000e+03   1.1554000e+04
   3.5488000e+03   9.0983000e+03
   3.5810000e+03   1.4052000e+04
   3.6214000e+03   8.4894000e+03
   3.7826000e+03   7.6592000e+03
   3.8773000e+03   1.4432000e+04
   4.0260000e+03   9.2311000e+03
   4.0594000e+03   7.1204000e+03
   4.1181000e+03   4.9169000e+03
   4.1840000e+03   4.2732000e+03
   4.2956000e+03   1.0323000e+04
   4.2969000e+03   2.4414000e+03
   4.3006000e+03   1.1885000e+04
   4.5796000e+03   3.2195000e+03
   4.6354000e+03   7.2825000e+03
   4.7872000e+03   5.4917000e+03
   4.9848000e+03   1.5977000e+04
   5.0004000e+03   8.3533000e+03
   5.1329000e+03   1.0562000e+03
   5.1582000e+03   1.0914000e+04
   5.1921000e+03   1.4278000e+04
   5.3029000e+03   9.9934000e+03
   5.3839000e+03   7.7240000e+03
   5.4770000e+03   1.6558000e+04
   5.5565000e+03   9.1488000e+03
   5.5773000e+03   2.8210000e+03
   5.5896000e+03   1.7357000e+04
   5.7337000e+03   1.3827000e+04
   5.8378000e+03   6.7112000e+03
   5.9774000e+03   8.6847000e+03
   6.3332000e+03   1.6953000e+04
   6.3586000e+03   1.6161000e+04
   6.3999000e+03   6.8229000e+03
   6.5871000e+03   4.7091000e+03
   6.6479000e+03   1.2500000e+04
   6.6574000e+03   9.7453000e+03
   6.6580000e+03   2.8173000e+03
   6.9694000e+03   1.1776000e+04
   6.9793000e+03   1.5231000e+04
   7.2992000e+03   1.2355000e+04
   7.4239000e+03   1.3930000e+04
   7.5533000e+03   4.3226000e+03
   7.6025000e+03   1.0942000e+04
   7.9414000e+03   1.6344000e+04
   8.0885000e+03   2.1707000e+03
   8.1137000e+03   7.5728000e+03
   8.2068000e+03   9.3782000e+03
   8.2784000e+03   2.5710000e+03
   8.3850000e+03   1.7699000e+03
   8.6153000e+03   5.1265000e+03
   8.8149000e+03   8.6273000e+03
   8.9025000e+03   1.8694000e+03
   9.0281000e+03   1.2952000e+04
   9.1307000e+03   3.5008000e+03
   9.1652000e+03   9.3166000e+03
   9.2375000e+03   3.0183000e+03
   9.2956000e+03   1.5245000e+04
   9.5449000e+03   1.6753000e+04
   9.7676000e+03   1.2822000e+04
   9.7945000e+03   2.3794000e+03
   9.8897000e+03   1.3181000e+04
   1.0055000e+04   6.8650000e+03
   1.0130000e+04   5.6309000e+03
   1.0143000e+04   7.8825000e+03
   1.0248000e+04   1.1223000e+04
   1.0469000e+04   4.5509000e+03
   1.0648000e+04   1.2414000e+04
   1.0669000e+04   1.5753000e+04
   1.0687000e+04   8.2237000e+03
   1.0718000e+04   7.1604000e+03
   1.0845000e+04   1.3928000e+04
   1.0919000e+04   2.4807000e+03
   1.1208000e+04   1.5263000e+04
   1.1613000e+04   7.2970000e+03
   1.1660000e+04   1.1018000e+04
   1.1685000e+04   1.5516000e+04
   1.1901000e+04   1.4466000e+04
   1.2007000e+04   7.3487000e+02
   1.2049000e+04   1.0402000e+04
   1.2170000e+04   2.4558000e+03
   1.2185000e+04   7.3601000e+03
   1.2222000e+04   6.5319000e+03
   1.2368000e+04   1.2086000e+04
   1.2382000e+04   1.5371000e+04
   1.2398000e+04   9.5557000e+03
   1.2563000e+04   8.6694000e+03
   1.2653000e+04   1.3541000e+03
   1.2915000e+04   6.1726000e+03
   1.2941000e+04   1.5191000e+04
   1.3038000e+04   6.7783000e+03
   1.3113000e+04   1.3544000e+04
   1.3159000e+04   5.6764000e+03
   1.3175000e+04   8.2283000e+03
   1.3215000e+04   1.8388000e+03
   1.3209000e+04   1.0114000e+04
   1.3399000e+04   1.1925000e+04
   1.3482000e+04   1.2581000e+04
   1.3910000e+04   8.6245000e+03
   1.3994000e+04   6.7620000e+03
   1.4201000e+04   1.1263000e+04
   1.4302000e+04   1.6619000e+04
   1.4310000e+04   5.4680000e+03
   1.4397000e+04   1.5944000e+04
   1.4422000e+04   1.1958000e+04
   1.4496000e+04   1.5218000e+04
   1.4637000e+04   8.2561000e+03
   1.4764000e+04   7.0659000e+03
   1.4786000e+04   1.7812000e+03
   1.4851000e+04   1.7010000e+04
   1.4990000e+04   1.6170000e+04
   1.5002000e+04   1.4441000e+04
   1.5020000e+04   1.0164000e+04
   1.5167000e+04   9.3601000e+03
   1.5178000e+04   1.4999000e+04
   1.5200000e+04   4.5113000e+03
   1.5420000e+04   1.5358000e+04
   1.5533000e+04   3.4719000e+03
   1.5588000e+04   1.7474000e+04
   1.5657000e+04   7.0633000e+03
   1.5850000e+04   8.0744000e+03
   1.5890000e+04   1.3077000e+04
   1.5973000e+04   1.0184000e+04
   1.6031000e+04   1.4601000e+04
   1.6160000e+04   1.1556000e+04
   1.6174000e+04   5.8741000e+03
   1.6259000e+04   5.1950000e+03
   1.6359000e+04   1.6610000e+04
   1.6381000e+04   1.5683000e+04
   1.6464000e+04   1.4964000e+04
   1.6446000e+04   1.0102000e+04
   1.6548000e+04   6.6092000e+03
   1.6627000e+04   1.7335000e+04
   1.6742000e+04   1.0629000e+04
   1.6779000e+04   9.1891000e+03
   1.6806000e+04   8.0074000e+03
   1.6886000e+04   1.2260000e+04
   1.6982000e+04   1.6541000e+04
   1.7014000e+04   1.0978000e+04
   1.7035000e+04   2.7974000e+03
   1.7116000e+04   6.6284000e+03
   1.7219000e+04   3.6560000e+03
   1.7309000e+04   2.2657000e+03
   1.7442000e+04   9.7586000e+03
